clustername	focusname	focusgroup	domain	subcellular_location	complex	focussubclass	talistnumber	representative	samesetproteins	pname	msexperiment_id	quantanalrun	msruns	mssamples	msfractions	proteinscore	msrank	mw	totalpsm	qupm	qusm	qusmsfiltered	qusmscancelled	means2i	link2fcpage	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L	ref_BC_pname	rel_fc_protein_126	rel_fc_protein_127L	rel_fc_protein_127H	rel_fc_protein_128L	rel_fc_protein_128H	rel_fc_protein_129L	rel_fc_protein_129H	rel_fc_protein_130L	rel_fc_protein_130H	rel_fc_protein_131L	ic50	ic50confidence	inhibitn	hill	ic50final	qcval	link2curve	log2_rel_fc_protein_126	log2_rel_fc_protein_127L	log2_rel_fc_protein_127H	log2_rel_fc_protein_128L	log2_rel_fc_protein_128H	log2_rel_fc_protein_129L	log2_rel_fc_protein_129H	log2_rel_fc_protein_130L	log2_rel_fc_protein_130H	log2_rel_fc_protein_131L	deltaconf_126	deltaconf_127L	deltaconf_127H	deltaconf_128L	deltaconf_128H	deltaconf_129L	deltaconf_129H	deltaconf_130L	deltaconf_130H	deltaconf_131L	fractionabundance_126	fractionabundance_127L	fractionabundance_127H	fractionabundance_128L	fractionabundance_128H	fractionabundance_129L	fractionabundance_129H	fractionabundance_130L	fractionabundance_130H	fractionabundance_131L	ms1seqs	ms1intensity	ms1maxminusmin	
SCPEP1	RISC peptidase	PROTEASE	n/d	n/d	n/d	Serine	0	IPI00012426.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	112	1	50831	2	2	2	0	0	0.9545	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=34837&representative=IPI00012426.1	18949929.991	14579345.046	14943019.669	15193304.258	15788418.081	9166703.228	8679144.17	8826525.581	10625816.084	11800344.408	P0140713A	1.0	0.769361	0.788553	0.80176	0.833165	0.483733	0.458004	0.465781	0.560731	0.622712	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.378267395657	-0.342720370604	-0.318757652007	-0.26332585967	-1.04771713388	-1.12656789666	-1.10227630413	-0.834619263517	-0.683363013884	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.7409988483	11.3411558055	11.6240553836	11.8187497619	12.281684041	7.1307050628	6.75143677443	6.86608359427	8.26573727347	9.17939345477	2	5.5599	1.6968	
GOLGA2	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00413895.2	 	P0140713A	46382	QV1_46382	R1	s01	F1	98	1	113086	2	1	1	1	0	0.813	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1149986&representative=IPI00413895.2	7082806.663	4362674.273	1291154.023	1328336.242	440198.899	566484.39	197509.202	199000.377	198909.892	0.0	P0140713A	1.0	0.615953	0.182294	0.187544	0.06215	0.07998	0.027886	0.028096	0.028083	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.699107823925	-2.4556610174	-2.41469898656	-4.0081017985	-3.64421690863	-5.16431518241	-5.15349143979	-5.15415912828	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	45.2082289305	27.8461331316	8.24119440691	8.47852154976	2.80970716099	3.61576380765	1.26066425991	1.27018215077	1.26960460195	0.0	n/d	n/d	n/d	
PRMT5	n/d	n/d	n/d	n/d	AR*, CHD/MeCP1, FCP1*, SWSNF*	n/d	0	IPI00441473.3	 	P0140713A	46382	QV1_46382	R1	s01	F1	151	1	72684	3	2	2	1	0	0.8275	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1153619&representative=IPI00441473.3	25206455.012	19869889.195	14094593.88	17918064.55	12566911.342	8746939.747	5451406.983	6846435.854	523158.683	1071318.265	P0140713A	1.0	0.788286	0.559166	0.710852	0.498559	0.347012	0.21627	0.271614	0.020755	0.042502	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.343208942461	-0.83865145435	-0.492378874131	-1.0041638501	-1.52694254148	-2.20909453986	-1.8803702515	-5.59039725783	-4.55632545859	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4466058726	17.6943394571	12.5513799385	15.9562196573	11.190963021	7.78923926427	4.85453364785	6.09682111879	0.465878155439	0.95401986702	2	6.0806	0.1428	
FCGR2A	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00816820.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	38	2	6415	1	1	1	0	0	0.992	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1189201&representative=IPI00816820.1	79173561.856	74557039.676	52186749.878	43842146.72	49797321.394	46588906.437	32883260.146	32937614.09	18013398.705	17174240.678	P0140713A	1.0	0.941691	0.659144	0.553747	0.628964	0.58844	0.415331	0.416018	0.227518	0.216919	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0866743534138	-0.601334416617	-0.852701117196	-0.668950650927	-0.765032775827	-1.26766653741	-1.26528214357	-2.13594740679	-2.20477167025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	17.7060966548	16.6736738862	11.6708610271	9.80470335274	11.1364976525	10.4189790263	7.35389653845	7.36605206314	4.02845307291	3.84078672588	1	7.9281	n/d	
KIAA0090	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00642584.2	 	P0140713A	46382	QV1_46382	R1	s01	F1	597	1	111759	10	10	10	0	0	0.9096	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1149693&representative=IPI00642584.2	144383923.471	118151826.945	98569771.622	111313453.107	97763387.66	56468215.425	35585023.354	38393583.446	26904873.386	31683028.745	P0140713A	1.0	0.818444	0.681378	0.768659	0.675991	0.391488	0.245523	0.266665	0.185429	0.219296	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.28904438764	-0.553472727734	-0.379584377216	-0.564924055986	-1.35296000859	-2.02606991584	-1.90689961248	-2.4310612043	-2.18904859766	0.0	0.069	0.09	0.147	0.1	0.1	0.118	0.097	0.129	0.126	19.0174754906	15.5623245239	12.9830812937	14.6616106235	12.8768687261	7.43769027067	4.68706829124	5.05699675301	3.54376552385	4.17311850336	10	6.6637	0.4774	
RPSA	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00413108.4	IPI00399036.1,IPI00796066.1	P0140713A	46382	QV1_46382	R1	s01	F1	85	2	33314	1	1	1	0	0	1.0	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1162965&representative=IPI00413108.4	16833073.125	10281635.625	10470958.015	10561362.771	7212818.915	4250495.366	4538445.904	3993033.949	3178213.539	3938332.427	P0140713A	1.0	0.6108	0.622047	0.627417	0.428491	0.252509	0.269615	0.237214	0.188808	0.233964	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.711228032753	-0.684904504716	-0.672503475041	-1.22266319251	-1.98559328515	-1.89102733196	-2.07573893688	-2.40500820034	-2.09564153524	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.3670446309	13.6617836325	13.9133468685	14.0334727182	9.58407543226	5.64787064423	6.03048661026	5.30576727653	4.2230698783	5.23308230838	1	5.6975	n/d	
PRDX5	PRDX5	OXIDOREDUCTASE	n/d	n/d	n/d	C11 peroxidase	0	IPI00024915.2	 	P0140713A	46382	QV1_46382	R1	s01	F1	108	1	22026	2	2	2	0	0	0.831	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1161126&representative=IPI00024915.2	8903479.809	7128291.0	7181890.039	9782900.486	7183735.249	4499262.648	6130452.013	6628384.28	6352129.001	7763139.317	P0140713A	1.0	0.800619	0.806639	1.098773	0.806846	0.505338	0.688546	0.744471	0.713443	0.871922	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.32081224124	-0.310004934933	0.135893364812	-0.309634757491	-0.984679424232	-0.538375054536	-0.425712443489	-0.487129923634	-0.197729014067	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4430802435	9.9621607298	10.0370681994	13.6721167872	10.0396469772	6.28795564953	8.56762838383	9.26351485598	8.87743360707	10.8493945665	2	5.9461	0.279	
SPATA7	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00871254.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	30	2	72622	1	1	1	0	0	0.967	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=41237&representative=IPI00871254.1	16739001.034	14616128.046	14923025.331	15827781.92	15630241.139	13849994.992	14637106.686	14489489.57	13113776.893	13110518.044	P0140713A	1.0	0.873178	0.891512	0.945563	0.933762	0.827409	0.874431	0.865613	0.783426	0.783232	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.195652313265	-0.165673877829	-0.0807545111072	-0.0988732164455	-0.27332744456	-0.193583547087	-0.208205928793	-0.352131086271	-0.352488385489	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.3919528658	9.94720302858	10.1560661142	10.7718104107	10.6373713685	9.42580084799	9.96148032491	9.86101750612	8.9247576934	8.92253983977	1	8.9486	n/d	
IDH3G	IDH3G	OXIDOREDUCTASE	n/d	n/d	n/d	C1 alcohol dehydrogenase	0	IPI00220150.4	 	P0140713A	46382	QV1_46382	R1	s01	F1	79	2	42794	1	1	1	0	0	0.967	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1159844&representative=IPI00220150.4	4122327.437	3755145.422	2483903.885	2504866.67	1549844.205	1531599.743	539178.505	998794.267	438429.819	315724.266	P0140713A	1.0	0.910928	0.602549	0.607634	0.375963	0.371538	0.130795	0.242289	0.106355	0.076589	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.134591067367	-0.730849527101	-0.718725497169	-1.4113374073	-1.42841832125	-2.934620704	-2.04519918744	-3.23304023549	-3.70671898803	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.6007095659	20.5876297692	13.618032811	13.7329615309	8.49703942371	8.3970139422	2.95605261395	5.4759015361	2.40369673581	1.73096207126	1	5.3641	n/d	
RHOT2	n/d	n/d	small_GTPase, EFh	transmembrane	n/d	n/d	0	IPI00465059.4	IPI00217536.3,IPI00759537.1	P0140713A	46382	QV1_46382	R1	s01	F1	33	2	68118	1	1	1	0	0	0.59	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1155372&representative=IPI00465059.4	10236170.068	8876322.715	3356215.939	2919541.613	1695303.769	996456.722	809880.979	1082464.114	996741.406	1087738.753	P0140713A	1.0	0.867153	0.327878	0.285218	0.165619	0.097347	0.07912	0.105749	0.097374	0.106264	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.205641530659	-1.60876899205	-1.80986306229	-2.59405990494	-3.36071967053	-3.65981376368	-3.24128407411	-3.36031958254	-3.23427516987	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.9313173736	27.6893287079	10.469579502	9.10739165243	5.2884313501	3.10840633048	2.52639086724	3.37670290158	3.10929439067	3.39315692401	1	5.9091	n/d	
EDEM3	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00009410.2	 	P0140713A	46382	QV1_46382	R1	s01	F1	128	1	104664	5	2	2	3	0	0.7825	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=28882&representative=IPI00009410.2	6449912.577	5603220.031	4821556.656	5572680.145	3456565.022	2006806.291	1309000.475	1405059.428	1144567.593	1742307.327	P0140713A	1.0	0.868728	0.747538	0.863993	0.535909	0.311137	0.202949	0.217842	0.177455	0.270129	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.203023557062	-0.419781176422	-0.210908471047	-0.899940050164	-1.68437812643	-2.30081086349	-2.198645962	-2.49447487031	-1.88827956459	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.2467624256	16.7202025559	14.3876919837	16.6290704788	10.3145096919	5.98837944795	3.90610273498	4.19274597629	3.41542932243	5.19910538242	2	5.3943	0.9883	
TFRC	transferrin receptor protein	PROTEASE	n/d	transmembrane	n/d	Metalloproteinase	0	IPI00022462.2	 	P0140713A	46382	QV1_46382	R1	s01	F1	2872	1	84871	70	46	61	8	0	0.887032786885	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1150714&representative=IPI00022462.2	2404334825.04	2410763501.5	2649205265.55	2822111457.83	2327304515.76	2081510805.89	1657910605.22	1782877106.78	1566704028.51	1801108196.34	P0140713A	1.0	1.001398	1.101504	1.173507	0.96682	0.864828	0.688772	0.741631	0.651229	0.749229	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.00201547917525	0.139474734049	0.2308264476	-0.0486807773462	-0.209514861816	-0.537901599485	-0.431226545353	-0.618763148931	-0.416521352612	0.0	0.065	0.061	0.064	0.074	0.088	0.064	0.065	0.07	0.076	11.1809607431	11.2108562378	12.3196901554	13.1237617548	10.8227440525	9.67972112892	7.70983857964	8.29097459016	7.28569750617	8.37575525153	46	8.5351	0.142	
LRRC57	n/d	n/d	LRR_TYP, LRR	n/d	n/d	n/d	0	IPI00470576.4	 	P0140713A	46382	QV1_46382	R1	s01	F1	223	1	26754	6	2	2	4	0	0.861	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=30381&representative=IPI00470576.4	15974507.294	15358882.307	14326923.824	12328398.534	10025843.967	6649491.591	3628330.458	3041040.852	634151.017	1056927.296	P0140713A	1.0	0.961462	0.896862	0.771755	0.627615	0.416256	0.227133	0.190368	0.039698	0.066163	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0566982560377	-0.157042079901	-0.373785170171	-0.672048261754	-1.26445702725	-2.13839076543	-2.39313710637	-4.65478986409	-3.91783153829	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	19.2407155048	18.4992175034	17.2562608839	14.8491095504	12.0757659635	8.00907180418	4.37019263348	3.66282357227	0.76381193364	1.27303065048	2	5.9742	0.9799	
S100A11	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00013895.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	231	1	11740	4	4	4	0	0	0.889	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1176872&representative=IPI00013895.1	96312599.865	67674576.723	70321441.603	72604225.393	66945801.775	41173548.735	47264362.812	47491097.968	60476280.13	68229287.599	P0140713A	1.0	0.702655	0.730138	0.753839	0.695089	0.427499	0.490739	0.493093	0.627917	0.708415	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.50911158761	-0.453758928018	-0.40767165986	-0.524730380881	-1.22600704962	-1.02697216509	-1.02006832255	-0.671354223035	-0.497333334807	0.0	0.162	0.234	0.155	0.148	0.243	0.278	0.146	0.368	0.442	15.0843574302	10.59910651	11.0136551358	11.3711818423	10.4849667005	6.4485490648	7.40248465274	7.43799562576	9.47171841284	10.685984625	4	6.4902	1.0525	
PPT1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00002412.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	296	1	34193	9	6	6	3	0	0.9085	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1164452&representative=IPI00002412.1	116198013.469	86333201.788	134283760.97	162229730.159	101431853.911	57257299.377	50233464.719	57476562.668	43353070.422	56851147.008	P0140713A	1.0	0.742983	1.153979	1.3948	0.872922	0.49222	0.432309	0.490774	0.373223	0.489374	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.428598893674	0.206616970195	0.480058269227	-0.196075347379	-1.02262481597	-1.20986522368	-1.0268692743	-1.42189019936	-1.03099064052	0.0	0.1	0.258	0.322	0.211	0.149	0.146	0.145	0.09	0.126	13.4232389427	9.97324447892	15.5125114089	18.7408404544	11.7174465449	6.61438511561	5.80298905045	6.63971449482	5.00816327063	6.56746623865	6	7.7043	0.1995	
MAT2A	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00010157.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	203	1	43661	4	3	3	1	0	0.818	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=27821&representative=IPI00010157.1	56257339.754	43481453.982	39284489.987	42876381.008	40634395.613	30683889.961	35421531.784	38067246.163	42645065.977	47781726.138	P0140713A	1.0	0.772903	0.6983	0.762147	0.722295	0.54542	0.629634	0.676663	0.758036	0.849342	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.371640728861	-0.518081122165	-0.391858808826	-0.469339911356	-0.874560491496	-0.667414646947	-0.563490590891	-0.39966172962	-0.235582501824	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.4866504386	10.4238695427	9.41772551686	10.2788145557	9.74134027331	7.35589169003	8.49165316488	9.12591395904	10.223361081	11.4547797779	3	6.675	0.6243	
TMEM173	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00257059.2	 	P0140713A	46382	QV1_46382	R1	s01	F1	65	1	42193	2	2	2	0	0	0.756	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=44137&representative=IPI00257059.2	200181033.58	184763625.778	28210136.792	32175838.818	16060237.793	13150361.886	8426746.138	8283473.612	5438031.605	5878990.828	P0140713A	1.0	0.922983	0.140923	0.160734	0.080229	0.065692	0.042096	0.04138	0.027166	0.029368	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.115624019109	-2.8270210022	-2.63725296088	-3.63973237462	-3.92813850055	-4.57017303616	-4.59492254458	-5.20205403515	-5.08961117022	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	39.8315936651	36.7638708547	5.61319264788	6.40227955023	3.1956317464	2.6166308657	1.67673591292	1.6482278523	1.08204789113	1.16978901364	2	6.6243	0.2784	
CEPT1	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00005775.3	 	P0140713A	46382	QV1_46382	R1	s01	F1	38	2	46554	1	1	1	0	0	0.945	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1165729&representative=IPI00005775.3	11136487.656	10001289.996	6213311.169	6729033.895	5627188.001	4178586.232	1746647.595	1166460.448	1087576.138	1078473.674	P0140713A	1.0	0.898065	0.557924	0.604233	0.505293	0.375216	0.15684	0.104742	0.097659	0.096841	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.155108226999	-0.841859482314	-0.726823116323	-0.98480790095	-1.41420674617	-2.67263454792	-3.25508803713	-3.3561031845	-3.3682382128	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.7437459237	20.4253626102	12.6892764521	13.7425229522	11.4922530436	8.53381304019	3.56713088955	2.38223045531	2.22112717397	2.20253745925	1	6.4861	n/d	
RAB5B	n/d	n/d	RAB	n/d	n/d	n/d	0	IPI00017344.3	 	P0140713A	46382	QV1_46382	R1	s01	F1	215	1	23707	3	3	3	0	0	0.964666666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=54020&representative=IPI00017344.3	27294826.775	23195814.981	21770761.532	30335968.045	27521195.397	13557352.291	27217759.39	26492289.209	53383985.641	53345128.978	P0140713A	1.0	0.849825	0.797615	1.111418	1.008293	0.4967	0.997176	0.970597	1.955828	1.954404	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.234762309667	-0.326235553479	0.152401510796	0.0119149327103	-1.00955334811	-0.0040799343781	-0.0430556939773	0.967779501958	0.966728721427	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.97516380117	7.62731490008	7.15872470767	9.97516066012	9.04959898548	4.45796775062	8.94982228096	8.71127108	17.553876397	17.5410994368	3	6.1252	1.2399	
SLITRK5	n/d	n/d	LRR_TYP, LRRNT, LRRCT, LRR	transmembrane	n/d	n/d	0	IPI00016679.5	 	P0140713A	46382	QV1_46382	R1	s01	F1	326	1	107486	6	6	6	0	0	0.924333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=64591&representative=IPI00016679.5	169640132.906	154350981.371	72993644.412	71458322.581	33078830.605	29894651.438	12343725.61	13748703.526	9723806.054	10685161.151	P0140713A	1.0	0.909873	0.429259	0.421235	0.195585	0.175262	0.073636	0.082041	0.05732	0.063239	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.136262906781	-1.22007971227	-1.24730278144	-2.35413236496	-2.5124148675	-3.76344492996	-3.6075111128	-4.12481758017	-3.98304163527	0.0	0.074	0.093	0.092	0.075	0.054	0.033	0.063	0.057	0.048	29.3536703735	26.708112941	12.6304509477	12.3647866254	5.72379349913	5.17281924512	2.13589583155	2.37900610222	1.68255820598	1.84890622839	6	6.8276	0.4826	
TRAP1	n/d	n/d	HATPase_c	n/d	n/d	n/d	0	IPI00030275.5	 	P0140713A	46382	QV1_46382	R1	s01	F1	283	1	80110	6	4	4	2	0	0.83475	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=35430&representative=IPI00030275.5	139781037.25	121076468.114	42620630.71	48271692.664	20534852.718	17537727.3	7817037.615	8692270.099	1092748.45	1471537.252	P0140713A	1.0	0.866187	0.30491	0.345338	0.146907	0.125466	0.055923	0.062185	0.007818	0.010527	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.207249574729	-1.71354462833	-1.53391900195	-2.7670249541	-2.99463163332	-4.16041443333	-4.00728956819	-6.99898470003	-6.5697618362	0.0	0.098	0.085	0.051	0.071	0.048	0.051	0.032	0.015	0.018	34.1849850592	29.6105776214	10.4233424841	11.8053716367	5.02202335286	4.28904347483	1.91174224582	2.12578994483	0.267243613094	0.359880567231	4	6.6137	0.5777	
GART	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00025273.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	165	1	107767	5	3	3	2	0	0.764666666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=15267&representative=IPI00025273.1	37509529.205	40413666.026	12962934.98	18214066.139	4677201.784	4089867.911	1750877.06	1078259.252	1653206.81	1995071.578	P0140713A	1.0	1.077424	0.34559	0.485585	0.124694	0.109035	0.046678	0.028746	0.044074	0.053188	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.107586107189	-1.53286662264	-1.04220423829	-3.00353604735	-3.19713678354	-4.42111344218	-5.12049497047	-4.50392835333	-4.23275540069	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.1657690383	32.5013227617	10.4250016184	14.6480460844	3.76148119564	3.28913781152	1.40808360238	0.867153500688	1.32953561029	1.60446877667	3	5.8561	0.946	
LDHB	LDHB	OXIDOREDUCTASE	n/d	n/d	n/d	C1 alcohol dehydrogenase	0	IPI00219217.3	 	P0140713A	46382	QV1_46382	R1	s01	F1	432	1	36638	13	8	9	4	0	0.838777777778	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=15043&representative=IPI00219217.3	247736424.652	206947729.559	213321089.857	250734063.816	230223870.587	191349387.748	187991616.054	184061465.214	160957833.687	174087902.059	P0140713A	1.0	0.833628	0.860441	1.010382	0.927178	0.770057	0.756628	0.740305	0.648989	0.699281	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.262524359038	-0.216851824093	0.0149008427911	-0.109081760281	-0.376962856127	-0.402343928712	-0.433808322346	-0.623734069328	-0.516055788295	0.0	0.105	0.15	0.141	0.168	0.166	0.24	0.227	0.176	0.176	12.0999827724	10.1077746883	10.4190633892	12.2463939524	11.2446317566	9.34591793887	9.18191710731	8.98996004034	7.86152870914	8.50282964551	8	7.7523	0.3114	
CHCHD3	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00015833.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	68	1	26152	3	3	3	0	0	0.638666666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1161071&representative=IPI00015833.1	40468726.047	33167943.797	29827498.934	30370333.069	26476726.25	19967038.225	18206271.195	17979818.325	22401550.47	21238265.228	P0140713A	1.0	0.819594	0.737051	0.750464	0.654252	0.493394	0.449885	0.444289	0.553552	0.524807	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.287018672034	-0.440163645307	-0.414145227928	-0.612081665395	-1.01918792328	-1.1523718293	-1.17042967229	-0.853209246501	-0.930141131795	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.558660904	12.7517923302	11.4675204005	11.676219143	10.1792778229	7.67655440002	6.99960753694	6.91254516164	8.61253025562	8.1652920452	3	6.2364	0.5788	
EIF2B5	n/d	n/d	eIF5C, W2, Trimer_LpxA_like, ARM-type_fold	n/d	n/d	n/d	0	IPI00011898.3	 	P0140713A	46382	QV1_46382	R1	s01	F1	103	1	80380	3	3	3	0	0	0.945333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=1154432&representative=IPI00011898.3	75514638.359	67592943.161	38037687.696	41841558.01	2471120.396	2797991.979	2410460.384	1475600.223	1435608.737	946644.306	P0140713A	1.0	0.895097	0.503713	0.554085	0.032724	0.037052	0.03192	0.019541	0.019011	0.012536	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.159884061856	-0.989326129836	-0.851820783465	-4.93350708369	-4.75430477107	-4.96939553821	-5.67735189145	-5.71702176841	-6.31777910485	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	32.1990742161	28.8213019438	16.2190848787	17.8410366646	1.05367370826	1.19305016015	1.02780857442	0.629188752355	0.61213657739	0.403644524128	3	6.4797	1.0142	
Ataxin-10	n/d	n/d	ARM-type_fold	n/d	n/d	n/d	0	IPI00913912.1	 	P0140713A	46382	QV1_46382	R1	s01	F1	146	1	53817	4	3	3	1	0	0.756333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46382&cluster_id=49588&representative=IPI00913912.1	49653021.385	40064231.801	24936942.849	28102170.289	12293117.258	8197346.973	7157537.25	7964653.659	9521248.579	10948183.539	P0140713A	1.0	0.806884	0.502224	0.565971	0.24758	0.165093	0.144151	0.160406	0.191756	0.220494	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.309566812529	-0.993597121926	-0.821199962728	-2.01403331937	-2.59864914411	-2.7943472498	-2.64019998796	-2.38265637487	-2.18118869665	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	24.9715386991	20.1491366882	12.5413079813	14.1331667908	6.18246472779	4.12261653887	3.59967457052	4.00559022439	4.78843423265	5.50606954629	3	5.9061	0.7591	
