clustername	focusname	focusgroup	domain	subcellular_location	complex	focussubclass	talistnumber	representative	samesetproteins	pname	msexperiment_id	quantanalrun	msruns	mssamples	msfractions	proteinscore	msrank	mw	totalpsm	qupm	qusm	qusmsfiltered	qusmscancelled	means2i	link2fcpage	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L	ref_BC_pname	rel_fc_protein_126	rel_fc_protein_127L	rel_fc_protein_127H	rel_fc_protein_128L	rel_fc_protein_128H	rel_fc_protein_129L	rel_fc_protein_129H	rel_fc_protein_130L	rel_fc_protein_130H	rel_fc_protein_131L	ic50	ic50confidence	inhibitn	hill	ic50final	qcval	link2curve	log2_rel_fc_protein_126	log2_rel_fc_protein_127L	log2_rel_fc_protein_127H	log2_rel_fc_protein_128L	log2_rel_fc_protein_128H	log2_rel_fc_protein_129L	log2_rel_fc_protein_129H	log2_rel_fc_protein_130L	log2_rel_fc_protein_130H	log2_rel_fc_protein_131L	deltaconf_126	deltaconf_127L	deltaconf_127H	deltaconf_128L	deltaconf_128H	deltaconf_129L	deltaconf_129H	deltaconf_130L	deltaconf_130H	deltaconf_131L	fractionabundance_126	fractionabundance_127L	fractionabundance_127H	fractionabundance_128L	fractionabundance_128H	fractionabundance_129L	fractionabundance_129H	fractionabundance_130L	fractionabundance_130H	fractionabundance_131L	ms1seqs	ms1intensity	ms1maxminusmin	
AKT1	AKT1	KINASE	S_TKc, S_TK_X, PH	n/d	n/d	AGC	0	IPI00012866.2	 	P0140703A	46381	QV1_46381	R1	s01	F1	107	1	55686	5	2	2	3	0	0.8355	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1152791&representative=IPI00012866.2	5908773.994	7229387.746	11913810.553	10057016.8	7934052.814	8400052.014	349095.65	149831.947	362306.417	553613.187	P0140703A	1.0	1.2235	2.016291	1.702048	1.342758	1.421624	0.059081	0.025358	0.061317	0.093693	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.291014101417	1.01170386997	0.767271723502	0.425199316933	0.507539942408	-4.08116194453	-5.301415226	-4.02756907645	-3.41591492463	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1785927877	13.6770135055	22.5393011913	19.0265011965	15.0101435008	15.8917502946	0.660441255542	0.283461564752	0.685434221064	1.04736048217	2	5.608	0.4996	
ANXA4	n/d	n/d	ANX	n/d	n/d	n/d	0	IPI00793199.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	101	2	36085	2	1	1	1	0	0.579	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=15703&representative=IPI00793199.1	1728037.977	1056678.604	1519330.655	1645086.106	2238784.904	1967732.774	485655.592	193785.892	0.0	0.0	P0140703A	1.0	0.61149	0.879223	0.951997	1.295565	1.138709	0.281045	0.112142	0.0	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.709599189051	-0.185698967982	-0.0709710676692	0.373581399019	0.187399109736	-1.83112694637	-3.15660138995	n/d	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.9485299859	9.75237270572	14.0223136484	15.182944727	20.6623515505	18.1607381134	4.4822468458	1.78850242329	0.0	0.0	1	5.1086	n/d	
PRPSAP1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00797603.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	97	1	42467	2	2	2	0	0	0.7125	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1155635&representative=IPI00797603.1	5142452.168	6000451.92	7422342.337	7802663.303	8550729.277	7554643.852	795762.959	1671085.637	725392.558	611798.462	P0140703A	1.0	1.166846	1.443347	1.517304	1.662773	1.469074	0.154744	0.324959	0.14106	0.11897	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.222614167132	0.529418184789	0.60151016624	0.733591226877	0.554907068967	-2.69204462301	-1.62167038976	-2.82561915006	-3.07133027184	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1122508676	12.9662901813	16.0388327162	16.8606628172	18.4771478125	16.3247211556	1.71955272361	3.6110248988	1.56749033703	1.3220264901	2	5.6616	0.5484	
MCM7	n/d	n/d	MCM, AAA	n/d	MCM*	n/d	0	IPI00299904.3	 	P0140703A	46381	QV1_46381	R1	s01	F1	555	1	81308	13	11	11	2	0	0.832545454545	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1151437&representative=IPI00299904.3	174778613.089	225895652.533	239102693.827	255105623.757	183957836.17	215180563.063	17423259.778	21035079.492	24586142.805	23738481.242	P0140703A	1.0	1.287277	1.367478	1.458716	1.047808	1.224484	0.098325	0.119866	0.137097	0.132036	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.364322530269	0.451517623112	0.544699029744	0.0673743821189	0.292173922721	-3.34629790861	-3.06050559867	-2.86673109293	-2.92099675666	0.0	0.268	0.135	0.195	0.218	0.319	0.121	0.134	0.143	0.156	12.657742877	16.3597195118	17.3161942767	18.4751517072	13.3225166929	15.5837158291	1.2618199587	1.52339364011	1.78056724711	1.71917825952	11	7.0481	0.3141	
USP7	ubiquitin-specific peptidase 7	PROTEASE	UCH, TRAFdomain-like, MATH	n/d	n/d	Cysteine	0	IPI00003965.5	 	P0140703A	46381	QV1_46381	R1	s01	F1	276	1	128302	9	5	6	3	0	0.871833333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=28425&representative=IPI00003965.5	51768383.533	67992944.835	65554821.058	68829328.706	32177018.88	42820408.687	1799973.024	2133808.061	1896174.587	2450166.257	P0140703A	1.0	1.306543	1.264907	1.326241	0.622241	0.827293	0.03477	0.041218	0.036516	0.047753	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.385754606377	0.339031317275	0.407342960905	-0.684454636454	-0.273529719804	-4.84601312271	-4.60058168636	-4.77532745009	-4.38826481895	0.0	0.491	0.163	0.285	0.196	0.023	0.046	0.064	0.049	0.046	15.3422793628	20.1506534136	19.4280815743	20.3985273886	9.53610638438	12.6904227575	0.533447001722	0.632383650873	0.561957670859	0.726140795495	5	6.4571	0.6783	
SDHA	n/d	n/d	Succ_DH_flav_C, FAD_binding_2	n/d	n/d	n/d	0	IPI00217143.3	 	P0140703A	46381	QV1_46381	R1	s01	F1	29	2	56752	1	1	1	0	0	0.65	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1156207&representative=IPI00217143.3	12728193.552	15604516.011	17235256.629	16204324.498	15641711.753	14151405.356	17397495.607	17641108.31	1737360.418	1634417.202	P0140703A	1.0	1.22598	1.354101	1.273105	1.228903	1.111816	1.366847	1.385987	0.136497	0.128409	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.293935443844	0.437335350999	0.348351411174	0.297371045131	0.152918048986	0.450851761821	0.47091372564	-2.87305885167	-2.96118177249	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.79274187679	12.0057097485	13.2603592693	12.4671868359	12.0343271873	10.8877241125	13.3851817295	13.5726110225	1.33668002855	1.25747818909	1	6.6472	n/d	
CCT7	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00018465.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	378	1	59367	10	5	5	5	0	0.8854	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=44354&representative=IPI00018465.1	127486430.085	132539680.728	168367293.737	151604030.858	160570040.543	147725329.015	52130545.035	55565692.656	29851058.912	25047469.378	P0140703A	1.0	1.039638	1.32256	1.189178	1.260183	1.15992	0.408154	0.435856	0.234151	0.196472	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0560812720986	0.403333173938	0.249964678496	0.33363325279	0.214025305712	-1.29281449878	-1.19807652502	-2.09448889545	-2.34760437192	0.0	0.087	0.294	0.142	0.372	0.261	0.084	0.078	0.033	0.056	12.1313101049	12.612165601	16.0214373442	14.4262845093	15.2794689919	14.0571963261	4.96062057219	5.28750117445	2.84055685282	2.38345852311	5	6.8623	0.7713	
FAM62B	n/d	n/d	C2	transmembrane	n/d	n/d	0	IPI00827920.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	364	1	102357	7	5	5	2	0	0.8274	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1150067&representative=IPI00827920.1	107784728.905	126805227.832	145594443.011	138365586.194	118598108.311	127054913.076	9335520.466	10226590.334	10120951.283	9503929.072	P0140703A	1.0	1.176467	1.350789	1.283722	1.100324	1.17798	0.08756	0.096389	0.0939	0.088175	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.23446085341	0.433802336079	0.360332809434	0.137928400447	0.236315044987	-3.51358423526	-3.37498767559	-3.4127310319	-3.50348651912	0.0	0.164	0.14	0.071	0.156	0.13	0.207	0.185	0.256	0.213	13.4162398223	15.7837697844	18.1225112692	17.2227170434	14.7622087075	15.8148487429	1.16201601758	1.27292975433	1.2597805925	1.18297826584	5	6.9045	0.4943	
NRAS	n/d	n/d	RAS	n/d	n/d	n/d	0	IPI00000005.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	271	1	21229	4	4	4	0	0	0.8975	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1170761&representative=IPI00000005.1	58392387.654	63924564.53	75323916.089	62777108.397	83597386.141	59627799.101	151810201.03	143673678.579	124254717.726	107304061.4	P0140703A	1.0	1.094741	1.289961	1.075091	1.431649	1.021157	2.599829	2.460486	2.127927	1.837638	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.130589589266	0.367327448627	0.104458780459	0.517677827777	0.0302046935501	1.37841673519	1.29894330765	1.08944865904	0.877852595222	0.0	0.221	0.193	0.04	0.226	0.198	0.799	0.755	0.556	0.507	6.27412456047	6.86854393952	8.09337742318	6.74525247987	8.98234229924	6.4068666115	16.3116486426	15.4373984638	13.3508768447	11.5295687352	4	6.5099	0.4934	
ITGB2	n/d	n/d	VWA, PSI, INB	transmembrane	n/d	n/d	0	IPI00291792.2	 	P0140703A	46381	QV1_46381	R1	s01	F1	3006	1	84782	95	25	38	52	0	0.921973684211	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1150632&representative=IPI00291792.2	2006349747.94	1868599338.14	1981333238.53	2000784034.37	1826414244.95	1786018926.34	788588984.284	717103294.124	547016095.199	484105019.658	P0140703A	1.0	0.931829	0.988665	0.997319	0.910887	0.890912	0.391639	0.356784	0.2719	0.240942	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.101862864779	-0.0164463349857	-0.00387305956397	-0.134656003156	-0.166645158576	-1.35240365705	-1.48687717592	-1.87885194352	-2.05324219483	0.0	0.083	0.09	0.085	0.115	0.11	0.119	0.096	0.086	0.063	14.3246103303	13.3411223092	14.1460015162	14.2848731518	13.0399360268	12.7515280866	5.63023965399	5.11985772443	3.90549674411	3.45633445647	25	9.0237	0.2352	
C4ORF41	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00396048.4	 	P0140703A	46381	QV1_46381	R1	s01	F1	97	1	128881	4	2	2	2	0	0.7425	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1150146&representative=IPI00396048.4	9134920.185	10374355.02	13228413.803	11293284.218	7719126.389	8243999.192	149494.593	539210.792	108263.987	366912.466	P0140703A	1.0	1.135681	1.448115	1.236276	0.845013	0.902471	0.016365	0.059027	0.011852	0.040166	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.183557654959	0.534176176552	0.306000862482	-0.242954558355	-0.1480475217	-5.93324258739	-4.08248116995	-6.39872565836	-4.6378813945	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9365955001	16.9632072717	21.6299061275	18.465757206	12.6216175021	13.4798420501	0.24444004106	0.881668731232	0.177023482231	0.599942087901	2	5.8312	0.323	
KIAA0100	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00373894.6	 	P0140703A	46381	QV1_46381	R1	s01	F1	45	2	253700	2	1	1	1	0	0.744	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=18984&representative=IPI00373894.6	10188235.165	16404886.837	13339998.938	13724064.508	9479476.027	10173007.637	505333.074	1038431.008	1774451.506	1092040.048	P0140703A	1.0	1.610179	1.309353	1.34705	0.930434	0.998505	0.0496	0.101925	0.174167	0.107186	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.687221078438	0.388854098577	0.429803401961	-0.104024278026	-0.00215844292453	-4.33351606916	-3.29442013806	-2.52145679728	-3.22181161306	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.1089102287	21.1076977882	17.1641943572	17.6583605202	12.1969701563	13.0893174048	0.650197585289	1.3361194203	2.28313590338	1.40509663583	1	6.3565	n/d	
TRABD	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00852851.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	48	2	42692	2	1	1	1	0	0.672	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1157441&representative=IPI00852851.1	7520914.033	9100195.3	10163782.852	9099211.402	6992885.016	6730418.302	0.0	731598.299	92457.523	85090.604	P0140703A	1.0	1.209985	1.351403	1.209854	0.929792	0.894894	0.0	0.097275	0.012293	0.011314	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.27498916274	0.434457962897	0.274832959744	-0.105020082033	-0.160211289305	n/d	-3.36178711458	-6.34601915389	-6.46574711368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.8880189504	18.0142838336	20.1197076638	18.0123361592	13.8427595608	13.3231938012	0.0	1.44823478792	0.183024210686	0.168441032472	1	6.0859	n/d	
CCT2	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00297779.7	 	P0140703A	46381	QV1_46381	R1	s01	F1	397	1	57488	8	7	7	1	0	0.849142857143	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1152794&representative=IPI00297779.7	106760671.207	104597709.427	128341949.004	107840545.161	128961804.505	112557416.449	23247887.194	25640242.476	20476904.433	17111962.474	P0140703A	1.0	0.979919	1.202661	1.009101	1.20786	1.053975	0.218732	0.242513	0.191802	0.158604	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0292655937492	0.266230040235	0.0130705797037	0.272453245217	0.0758406470474	-2.19276379602	-2.04386600931	-2.38231033087	-2.65649893855	0.0	0.137	0.171	0.112	0.149	0.146	0.082	0.127	0.089	0.129	13.7660303115	13.4871317518	16.5487828078	13.9052723883	16.6287087723	14.5134794405	2.99764994143	3.30612716395	2.6403513946	2.20646602764	7	6.9397	0.2485	
CD302	n/d	n/d	fn2, RICIN, Lectin_C, FN2, CLECT	transmembrane	n/d	n/d	0	IPI00916435.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	3043	1	215781	97	56	82	14	0	0.892097560976	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1148293&representative=IPI00916435.1	3297845986.56	3497890011.45	3175366436.63	3422556738.27	2776991123.01	3005112542.74	599386149.404	583501786.274	412527482.825	385747229.46	P0140703A	1.0	1.060709	0.963133	1.037812	0.840415	0.909482	0.179021	0.174573	0.124166	0.116	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0850289146505	-0.0541930598597	0.0535451226625	-0.250826182957	-0.136883009806	-2.4817992626	-2.51809765034	-3.00965791607	-3.10780328953	0.0	0.035	0.053	0.037	0.081	0.091	0.088	0.076	0.05	0.046	15.5875483356	16.5330733601	15.0086383706	16.1770042648	13.1256837141	14.2039189231	2.83304939455	2.75797060704	1.94984608272	1.82326694729	56	8.7873	0.3306	
LPHN1	Latrophilin 2, latrophilin-1	GPCR, PROTEASE	OLF, HormR, GPS	transmembrane	n/d	Secretin like, Serine	0	IPI00183445.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	74	2	162717	2	1	2	0	0	0.9215	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1149318&representative=IPI00183445.1	3050133.24	3622260.318	3231563.485	3216015.865	2766664.877	2469653.987	256728.109	0.0	0.0	0.0	P0140703A	1.0	1.187574	1.059483	1.054385	0.907064	0.809687	0.084169	0.0	0.0	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.248017413323	0.0833604390433	0.0764017513885	-0.140723747854	-0.304563780491	-3.57056721279	n/d	n/d	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.3870949448	19.4608953365	17.3618440514	17.2783131677	14.8641375483	13.2684217972	1.37929315415	0.0	0.0	0.0	1	5.5284	n/d	
SIN3A	n/d	n/d	HDAC_interact	n/d	ALL1*, DNMT3*, HDAC2*, ING2*, Sin3, SIN3*	n/d	0	IPI00170596.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	48	2	145175	1	1	1	0	0	0.537	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=31709&representative=IPI00170596.1	316783.856	196943.979	346320.924	200585.455	124741.524	179356.955	0.0	74050.859	0.0	0.0	P0140703A	1.0	0.621698	1.09324	0.633193	0.393775	0.566181	0.0	0.233758	0.0	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.685714157149	0.128610151971	-0.659282788435	-1.34455657461	-0.820664759041	n/d	-2.09691235507	n/d	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.017478276	13.6882284153	24.0703977689	13.9413224957	8.6699298047	12.4658747141	0.0	5.14676852519	0.0	0.0	1	5.545	n/d	
SLC38A2	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00410034.2	 	P0140703A	46381	QV1_46381	R1	s01	F1	255	1	56026	5	3	3	2	0	0.908	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1171074&representative=IPI00410034.2	203132654.55	212642866.622	235759810.778	227359654.871	203011780.251	209094592.502	92006806.637	86778770.401	89168865.992	78675505.573	P0140703A	1.0	1.046818	1.16062	1.119267	0.999405	1.02935	0.45294	0.427202	0.438969	0.387311	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0660106368042	0.214895694983	0.162554230798	-0.000858659025729	0.0417336113952	-1.14260814271	-1.22700969369	-1.18780903468	-1.36843561903	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4040529474	12.9847826895	14.3963912757	13.8834457876	12.3966719027	12.7681115681	5.61828576295	5.29904197408	5.44499030684	4.80422578514	3	7.2075	1.39	
HARS2	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00027445.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	62	2	56888	1	1	1	0	0	0.858	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1153846&representative=IPI00027445.1	1578182.764	1211827.758	1811575.816	1491519.124	1453335.088	1319858.37	1710020.967	2183554.352	1200195.558	1525816.323	P0140703A	1.0	0.767863	1.147887	0.945086	0.920891	0.836315	1.083538	1.383588	0.760492	0.966819	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.381079162654	0.198980627585	-0.0814824786454	-0.118897691085	-0.25788165576	0.115749750063	0.468414406236	-0.394995023297	-0.0486822695534	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.1911040271	7.82536916912	11.6982380082	9.63147418522	9.38490104304	8.5229760814	11.0424482897	14.1002867713	7.75025431996	9.85294810498	1	5.2386	n/d	
BLVRA	BLVRA	OXIDOREDUCTASE	n/d	n/d	n/d	C3 dehydrogenase	0	IPI00294158.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	55	2	33428	1	1	1	0	0	0.985	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=17021&representative=IPI00294158.1	9572135.49	10032808.241	11861155.126	10533591.274	9458347.542	8995290.255	830020.839	813020.817	919960.973	633579.918	P0140703A	1.0	1.048126	1.239134	1.100443	0.988113	0.939737	0.086712	0.084936	0.096108	0.06619	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0678121602422	0.309332209014	0.138084419426	-0.0172520579179	-0.0896710422304	-3.52762452917	-3.55748002218	-3.37919966429	-3.91724291897	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0387257713	15.762486021	18.6349910589	16.5492632989	14.8599541954	14.1324476152	1.30404085851	1.27733222393	1.44534527407	0.995413682866	1	5.9642	n/d	
MAN1B1	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00008207.7	 	P0140703A	46381	QV1_46381	R1	s01	F1	47	2	79580	2	1	1	1	0	0.693	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1151714&representative=IPI00008207.7	1450422.023	1410824.039	2335488.65	1611633.773	1760508.377	1282181.575	209133.12	97673.581	0.0	0.0	P0140703A	1.0	0.972699	1.610213	1.111148	1.21379	0.884006	0.144188	0.067341	0.0	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.039934660271	0.687251541581	0.152050990125	0.279518839909	-0.177871933256	-2.79397699314	-3.89237104473	n/d	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.2788076362	13.8889817873	22.9919241718	15.8658709395	17.3314801199	12.622549695	2.05882946031	0.961556189938	0.0	0.0	1	5.4114	n/d	
PRDX3	PRDX3	OXIDOREDUCTASE	n/d	n/d	n/d	C11 peroxidase	0	IPI00024919.3	 	P0140703A	46381	QV1_46381	R1	s01	F1	308	1	27693	7	6	6	1	0	0.776166666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=34873&representative=IPI00024919.3	128798225.515	139319968.119	163772803.308	139044200.606	163104706.341	132929570.622	165902638.66	137586145.43	19686540.859	19908502.557	P0140703A	1.0	1.08076	1.267021	1.082463	1.265917	1.032611	1.287126	1.068928	0.156505	0.155823	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.112046185189	0.341440436353	0.114317712593	0.340182817394	0.0462968717582	0.364153289516	0.0961646804287	-2.67571934597	-2.68201989912	0.0	0.151	0.269	0.132	0.194	0.098	0.182	0.202	0.234	0.218	10.6440125654	11.5135397661	13.5343462172	11.4907500665	13.479134024	10.9854310054	13.7103579143	11.3702549467	1.6269151802	1.64525831414	6	7.1265	0.0283	
PTGFRN	n/d	n/d	V-set, IG	transmembrane	n/d	n/d	0	IPI00871938.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	918	1	103154	16	13	14	2	0	0.914571428571	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=6652&representative=IPI00871938.1	346869407.376	370660069.135	375330333.595	405055174.701	344205078.015	356150968.846	61393149.796	67019010.763	58198509.665	57499100.847	P0140703A	1.0	1.06964	1.081242	1.166684	0.992632	1.026906	0.173814	0.191527	0.166128	0.164158	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0971253222292	0.112689458434	0.222413855504	-0.0106691305836	0.0383041275758	-2.52438380493	-2.38438030838	-2.58963284244	-2.60684303563	0.0	0.078	0.08	0.09	0.09	0.104	0.116	0.106	0.115	0.119	14.2021017766	15.1761784534	15.367396156	16.5844398321	14.0930143911	14.5821228388	2.51366002088	2.74400333838	2.38285977353	2.35422341932	13	7.7683	0.2003	
PTK7	CCK4	KINASE	TyrKc, IGc2, IG	transmembrane	n/d	TK	0	IPI00298292.2	 	P0140703A	46381	QV1_46381	R1	s01	F1	884	1	118392	19	15	16	3	0	0.8320625	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=26660&representative=IPI00298292.2	488911590.003	501502569.633	498452883.32	493978870.989	420905769.574	440990154.996	20178771.671	21967222.958	20207374.956	21581094.349	P0140703A	1.0	1.025967	1.020751	1.010455	0.862773	0.90293	0.041779	0.045277	0.041577	0.044742	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0369843277266	0.02963098093	0.0150050736004	-0.21294706602	-0.147313948341	-4.58107822854	-4.46507781969	-4.58807052588	-4.48222644242	0.0	0.092	0.114	0.074	0.1	0.103	0.051	0.048	0.046	0.05	16.6939442776	17.1238647717	17.0197328706	16.8669671884	14.3718774663	15.0576611907	0.689006554057	0.750073435553	0.689983216619	0.736889028363	15	7.1091	0.2171	
GPR55	Other 519	GPCR	n/d	transmembrane	n/d	Rhodopsin like	0	IPI00328871.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	39	2	36637	1	1	1	0	0	1.0	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=33673&representative=IPI00328871.1	9765576.563	10286378.438	12197579.472	11547348.701	10988111.319	11724812.075	3011493.057	3156572.045	2175979.469	2688563.381	P0140703A	1.0	1.05333	1.249038	1.182454	1.125188	1.200627	0.308378	0.323235	0.222821	0.27531	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0749574921834	0.320817369322	0.241784060721	0.170166071671	0.263788017129	-1.69722824929	-1.62934467281	-2.16604288749	-1.86087108144	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.5938515372	13.2654863815	15.7302033313	14.8916548092	14.1704528896	15.1205145566	3.88367202084	4.0707683202	2.80617966628	3.46721648744	1	6.3596	n/d	
EMR2	EGF-like module containing mucin-like hormone receptor-like 2, EMR1 6	PROTEASE, GPCR	GPS, EGF_CA, EGF	transmembrane	n/d	Serine, Secretin like	0	IPI00873270.1	 	P0140703A	46381	QV1_46381	R1	s01	F1	236	1	90519	4	3	3	1	0	0.960333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46381&cluster_id=1155553&representative=IPI00873270.1	65855424.999	69025752.686	71319949.986	73325728.013	60899000.114	68983578.615	19753579.698	19789432.61	7968019.665	6312647.416	P0140703A	1.0	1.048141	1.082978	1.113435	0.924738	1.0475	0.299954	0.300498	0.120993	0.095856	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0678328068732	0.115003935824	0.155017339073	-0.112883420763	0.0669502439246	-1.73718682437	-1.73457270595	-3.0470045115	-3.38298745116	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.216476119	14.9008675393	15.3961251605	15.8291205504	13.1465126951	14.8917632526	4.26428489446	4.27202460713	1.72008853158	1.36273664985	3	6.3267	0.9693	
