clustername	focusname	focusgroup	domain	subcellular_location	complex	focussubclass	talistnumber	representative	samesetproteins	pname	msexperiment_id	quantanalrun	msruns	mssamples	msfractions	proteinscore	msrank	mw	totalpsm	qupm	qusm	qusmsfiltered	qusmscancelled	means2i	link2fcpage	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L	ref_BC_pname	rel_fc_protein_126	rel_fc_protein_127L	rel_fc_protein_127H	rel_fc_protein_128L	rel_fc_protein_128H	rel_fc_protein_129L	rel_fc_protein_129H	rel_fc_protein_130L	rel_fc_protein_130H	rel_fc_protein_131L	ic50	ic50confidence	inhibitn	hill	ic50final	qcval	link2curve	log2_rel_fc_protein_126	log2_rel_fc_protein_127L	log2_rel_fc_protein_127H	log2_rel_fc_protein_128L	log2_rel_fc_protein_128H	log2_rel_fc_protein_129L	log2_rel_fc_protein_129H	log2_rel_fc_protein_130L	log2_rel_fc_protein_130H	log2_rel_fc_protein_131L	deltaconf_126	deltaconf_127L	deltaconf_127H	deltaconf_128L	deltaconf_128H	deltaconf_129L	deltaconf_129H	deltaconf_130L	deltaconf_130H	deltaconf_131L	fractionabundance_126	fractionabundance_127L	fractionabundance_127H	fractionabundance_128L	fractionabundance_128H	fractionabundance_129L	fractionabundance_129H	fractionabundance_130L	fractionabundance_130H	fractionabundance_131L	ms1seqs	ms1intensity	ms1maxminusmin	
TSPAN31	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00030418.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	77	1	23053	3	2	3	0	0	0.893333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=76145&representative=IPI00030418.1	28971155.308	25338416.683	50813727.983	54516916.341	47481107.976	54725848.953	173183178.468	121475327.495	199830229.371	162783337.387	P0140743A	1.0	0.874608	1.753942	1.881765	1.63891	1.888977	5.97778	4.192975	6.897558	5.618807	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.193291550141	0.810601041001	0.912086471582	0.712736631668	0.917605135719	2.57960980254	2.06797422835	2.78608568292	2.49026384612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.15205621416	2.75681493933	5.52852398708	5.93143017953	5.16593556108	5.95416200817	18.8422970391	13.2164926399	21.7414911339	17.7107962978	2	7.2672	0.2887	
DYNC2H1	n/d	n/d	Dynein_heavy, DHC_N2, AAA_5, AAA	n/d	n/d	n/d	0	IPI00171494.6	 	P0140743A	46385	QV1_46385	R1	s01	F1	49	2	493392	2	1	1	1	0	0.656	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1147739&representative=IPI00171494.6	1163870.567	1219038.779	1979119.132	2207304.911	1009461.076	1175699.564	174839.735	0.0	225970.177	224609.508	P0140743A	1.0	1.047401	1.700463	1.896521	0.867331	1.010163	0.150223	0.0	0.194154	0.192985	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0668138873052	0.765927615104	0.923355346548	-0.205345419864	0.0145881051731	-2.73482238027	n/d	-2.36472666464	-2.37343937831	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.4081162724	12.9962689488	21.0995457768	23.532252435	10.7619444624	12.534226146	1.86398025899	0.0	2.40908594977	2.39457974982	1	5.3301	n/d	
GSTK1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00440703.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	72	1	31566	2	2	2	0	0	0.7795	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1163094&representative=IPI00440703.1	11620575.242	13145661.56	16629210.345	18835034.044	13919852.11	12764906.846	77437.654	98856.146	54638.975	0.0	P0140743A	1.0	1.13124	1.431014	1.620835	1.197863	1.098475	0.006664	0.008507	0.004702	0.0	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.177905039034	0.517037786412	0.696737232868	0.260462916038	0.135502036091	-7.22939588396	-6.87713383056	-7.73250974567	n/d	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.3345789636	15.0846114284	19.0819743282	21.6131511143	15.9729930108	14.647696414	0.088859500542	0.113437162741	0.0626980774576	0.0	2	5.8266	0.7259	
MED23	n/d	n/d	n/d	n/d	DRIP*, GCN5*, MED*, Mediator	n/d	0	IPI00479534.4	 	P0140743A	46385	QV1_46385	R1	s01	F1	109	1	157114	5	2	2	3	0	0.797	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=26058&representative=IPI00479534.4	5704228.126	6129882.349	8230301.907	8104283.615	4914647.4	5347471.776	531832.123	694547.364	391080.404	143471.925	P0140743A	1.0	1.074621	1.442842	1.42075	0.86158	0.937458	0.093235	0.12176	0.06856	0.025152	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.103827936253	0.528913324571	0.506652715389	-0.214943334137	-0.0931740385771	-3.42298455198	-3.03788783093	-3.86648908032	-5.31318306707	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.1925359143	15.2515946885	20.477591853	20.1640491448	12.2280014386	13.3049000768	1.32323713907	1.72808453484	0.973036589096	0.356968621044	2	5.7186	0.1322	
SFT2D2	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00029002.1	IPI00515027.1	P0140743A	46385	QV1_46385	R1	s01	F1	46	2	17779	1	1	1	0	0	0.757	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1182874&representative=IPI00029002.1	14612026.885	11410327.608	18329123.805	20301657.922	14978424.97	16250847.433	9722615.006	10727415.438	7799896.641	7052663.565	P0140743A	1.0	0.780886	1.254386	1.38938	1.025075	1.112156	0.665384	0.73415	0.5338	0.482662	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.356816147339	0.326981362969	0.474441235128	0.0357294689206	0.153359166336	-0.587740919677	-0.445853233253	-0.905628789407	-1.05091484708	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.1384891306	8.69789051434	13.9719662359	15.4755940348	11.4177878972	12.3877329901	7.41137710857	8.17731867016	5.9457229746	5.37612044371	1	6.2932	n/d	
TXNDC10	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00064193.3	 	P0140743A	46385	QV1_46385	R1	s01	F1	98	1	51872	2	2	2	0	0	0.8345	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1158315&representative=IPI00064193.3	33153596.486	26723909.482	34803230.771	39168775.598	30572386.276	37090747.786	7207107.273	6123915.518	3871880.502	3083149.259	P0140743A	1.0	0.806064	1.049757	1.181434	0.922144	1.118755	0.217385	0.184713	0.116786	0.092996	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.311033704252	0.0700554083983	0.240539036394	-0.116936038523	0.161894130162	-2.20167569993	-2.43664268891	-3.09806075681	-3.42668752629	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.9476063849	12.0487223813	15.6913592981	17.6596056619	13.783843828	16.7227075548	3.24939114029	2.7610240939	1.74567322546	1.39006643122	2	6.7887	0.7959	
WDR59	n/d	n/d	WD40, RWD	n/d	n/d	n/d	0	IPI00872889.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	73	2	113026	1	1	1	0	0	0.954	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=36500&representative=IPI00872889.1	1291445.949	1442393.252	2677602.841	2214736.073	1485463.556	1293174.781	87151.348	281670.683	0.0	66985.691	P0140743A	1.0	1.116882	2.073337	1.714927	1.150233	1.001339	0.067484	0.218105	0.0	0.051869	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.159476771311	1.05195463102	0.778147165914	0.201926134123	0.00193047649398	-3.88931070031	-2.19690525112	n/d	-4.26898363401	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.9130220573	13.305444676	24.6997109947	20.4299682145	13.7027493266	11.9289697737	0.80393293413	2.59828842398	0.0	0.617913599114	1	5.4324	n/d	
GFPT1	glutamine-fructose-6-phosphate transaminase 1	PROTEASE	n/d	n/d	n/d	Cysteine	0	IPI00217952.6	 	P0140743A	46385	QV1_46385	R1	s01	F1	463	1	78806	10	7	8	2	0	0.884375	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=20947&representative=IPI00217952.6	162413016.758	162744269.479	280847713.711	282826204.253	181348264.713	168511669.269	14489306.808	16016926.875	10232809.484	7613468.384	P0140743A	1.0	1.002767	1.728538	1.742161	1.119048	1.04068	0.089657	0.097739	0.062654	0.046722	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.00398642449977	0.789552320007	0.800877955262	0.162271920029	0.0575265207176	-3.47943996339	-3.3549218458	-3.99644957175	-4.41975415767	0.0	0.214	0.152	0.161	0.29	0.209	0.041	0.083	0.032	0.033	12.6190760346	12.6448135238	21.8211490938	21.974872749	14.0902963742	13.0929257375	1.12578208291	1.24447425527	0.795063126733	0.591547022168	7	6.7887	0.0959	
SLC12A2	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00022649.3	 	P0140743A	46385	QV1_46385	R1	s01	F1	771	1	131447	13	12	13	0	0	0.867846153846	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1149828&representative=IPI00022649.3	466437266.08	365304135.926	516968522.986	503786150.425	453861270.849	410762822.698	27649802.615	26586617.117	25676585.829	20102725.589	P0140743A	1.0	0.784203	1.109135	1.081888	0.973271	0.880422	0.059692	0.057753	0.055373	0.043455	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.350700933935	0.149434975939	0.113551155165	-0.0390865263459	-0.183732899119	-4.06631859721	-4.1139603	-4.17467350342	-4.52433400445	0.0	0.058	0.129	0.088	0.145	0.14	0.075	0.063	0.075	0.058	16.5571446539	12.9672173753	18.3508549575	17.8829196847	16.1107339845	14.5808664283	0.981486289457	0.943746345923	0.911442924282	0.713587356158	12	7.5668	1.1769	
AZU1	azurocidin	PROTEASE	Tryp_SPc	n/d	n/d	Serine	0	IPI00022246.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	124	1	26886	3	3	3	0	0	0.794	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1171169&representative=IPI00022246.1	35328596.172	28142176.217	43639657.213	44762332.994	37242277.703	37755527.959	73849530.367	61886822.731	95532758.989	81908175.726	P0140743A	1.0	0.796583	1.23525	1.267028	1.054168	1.068696	2.090361	1.751749	2.70412	2.318467	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.328103403633	0.304803055785	0.34144840689	0.0761048038373	0.0958515240917	1.06375211357	0.808796072658	1.43515917513	1.2131711922	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.54175287891	5.21105229854	8.08070187159	8.28858637078	6.89610694392	6.99114486514	13.6746270792	11.4595071595	17.6896839632	15.1668365692	3	6.3144	2.1247	
TMC8	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00302538.2	 	P0140743A	46385	QV1_46385	R1	s01	F1	350	1	81641	8	7	7	1	0	0.792857142857	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1153161&representative=IPI00302538.2	325933668.276	284422117.866	418463599.384	407986930.178	310762739.011	266677030.996	11042052.343	12566670.125	8833577.956	7815491.804	P0140743A	1.0	0.874366	1.280987	1.252425	0.953454	0.817423	0.033687	0.037421	0.027081	0.023979	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.193690792442	0.357255834672	0.324724211909	-0.0687647584183	-0.290845257549	-4.89166423498	-4.74000807759	-5.20657517655	-5.38208469471	0.0	0.07	0.209	0.198	0.144	0.079	0.057	0.066	0.03	0.023	15.8643491393	13.8438345588	20.3681094924	19.8581727958	15.1259261347	12.9801181618	0.537455901718	0.611664463618	0.429961610239	0.380407741641	7	7.4795	0.4425	
CD300LF	n/d	n/d	IG	transmembrane	n/d	n/d	0	IPI00783431.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	325	1	32628	8	6	7	1	0	0.915142857143	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1166393&representative=IPI00783431.1	305121237.333	246891792.641	329191983.477	327716823.005	289222454.49	264649301.206	34481414.555	30202648.761	25694514.876	20787421.006	P0140743A	1.0	0.80827	1.07868	1.071067	0.947096	0.863986	0.11338	0.098632	0.083181	0.067729	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.30709079375	0.109266940003	0.0990487298962	-0.0784174266336	-0.210920159691	-3.14076192062	-3.34180040168	-3.58760216064	-3.88408249485	0.0	0.13	0.07	0.11	0.171	0.143	0.03	0.023	0.046	0.018	16.2821673819	13.1748728084	17.566653251	17.487934346	15.4337615296	14.1224657366	1.84002978048	1.6117022427	1.37113494841	1.10927797493	6	7.9934	0.4262	
SLC46A1	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00043883.3	IPI00909052.1	P0140743A	46385	QV1_46385	R1	s01	F1	114	1	49771	4	2	3	1	0	0.965	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1168192&representative=IPI00043883.3	31289275.769	26993669.175	38931634.095	39587077.268	33232020.66	33130229.101	22450272.808	17305392.935	42951274.534	39381087.128	P0140743A	1.0	0.862713	1.244248	1.265196	1.06209	1.058837	0.717507	0.553077	1.372716	1.258613	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.213047399146	0.315274068034	0.3393608998	0.0869060232534	0.0824805143621	-0.478935188094	-0.854447746824	0.457033178455	0.331834749452	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.62001222711	8.2993109024	11.969685677	12.1712042863	10.2173168673	10.1860206478	6.90242562689	5.32061185624	13.2055401102	12.1078717988	2	6.8036	0.1618	
ACAT1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00030363.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	157	1	45200	4	3	3	1	0	0.71	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=58683&representative=IPI00030363.1	133523624.857	121798848.676	205431616.979	222803165.01	142015692.555	156565263.01	17796162.827	22298298.719	3488270.849	3102977.803	P0140743A	1.0	0.91219	1.538541	1.668642	1.0636	1.172566	0.133281	0.166999	0.026125	0.023239	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.132593740335	0.621562890021	0.738674463852	0.0889556823082	0.229669129728	-2.90745696457	-2.58208863111	-5.25842515258	-5.42730820047	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.9782776328	11.8386485925	19.9676166863	21.6561027014	13.8036927036	15.2178871205	1.72975787779	2.16735811228	0.339054212954	0.301604359969	3	6.7829	0.1539	
CFD	complement factor D	PROTEASE	Trypsin, Tryp_SPc, TRYPSIN_SER, TRYPSIN_HIS, TRYPSIN_DOM, Pept_Ser_Cys	n/d	n/d	Serine	0	IPI00165972.3	 	P0140743A	46385	QV1_46385	R1	s01	F1	95	2	27780	1	1	1	0	0	0.875	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1163775&representative=IPI00165972.3	9564498.874	8601403.039	19330265.273	20444192.862	15257852.125	14753631.122	7861585.31	9897758.884	6668242.785	5890095.016	P0140743A	1.0	0.899305	2.021043	2.137508	1.595259	1.542541	0.821955	1.034843	0.697187	0.615829	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.153117604996	1.01510001703	1.09592981955	0.67379067332	0.625308836027	-0.282868682798	0.0494119075291	-0.520382426185	-0.699398287961	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.08703581971	7.27271291392	16.3442486351	17.2861037633	12.9009160116	12.4745838675	6.64717753007	8.36881593947	5.63817498096	4.9802305383	1	6.5235	n/d	
CADM1	n/d	n/d	IGc2, IG_like, IG, 4.1m, 4 1m	transmembrane	n/d	n/d	0	IPI00166392.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	366	1	48648	9	7	9	0	0	0.914333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1160686&representative=IPI00166392.1	329210854.422	273362431.83	363527090.664	363552642.513	334625330.74	307553238.129	120266823.438	129604122.979	81505118.509	80071659.947	P0140743A	1.0	0.830492	1.106242	1.108764	1.016888	0.93586	0.362486	0.391641	0.245319	0.24341	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.267961823889	0.145667022109	0.148952321079	0.0241607895764	-0.0956353689381	-1.46400281871	-1.3523962896	-2.02726911968	-2.03853965546	0.0	0.105	0.17	0.173	0.124	0.1	0.142	0.106	0.122	0.102	13.8133559337	11.4700123615	15.2532306497	15.2543027795	14.0405419076	12.9046241634	5.04627480184	5.43805848785	3.41987269635	3.3597262186	7	7.6684	0.3212	
21 KDA PROTEIN.	n/d	n/d	EMP24_GP25L	n/d	n/d	n/d	0	IPI00480200.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	358	1	21406	5	5	5	0	0	0.8618	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1218170&representative=IPI00480200.1	288803639.292	218154945.501	355770264.546	371520033.238	307502546.31	383786949.743	162153550.434	143638340.426	95415013.02	86051053.175	P0140743A	1.0	0.75544	1.235045	1.28641	1.064746	1.328885	0.558043	0.497356	0.33038	0.296236	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.404610919431	0.304563608688	0.363350526566	0.0905093100329	0.410216261041	-0.841551801692	-1.00764921377	-1.59780174098	-1.75518112048	0.0	0.177	0.351	0.189	0.134	0.246	0.314	0.263	0.186	0.154	11.9696650323	9.0415814329	14.7451427741	15.3979027464	12.7446540664	15.9063135196	6.72056518139	5.95318959589	3.95454069657	3.56644495444	5	7.1769	0.6909	
PTGES3	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00789101.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	135	1	18697	4	4	4	0	0	0.8575	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1166187&representative=IPI00789101.1	170750205.944	158732553.6	225393650.902	246251683.603	161442230.859	147779785.409	26341113.97	21690889.333	23955808.905	22384233.139	P0140743A	1.0	0.929619	1.32002	1.442175	0.945488	0.865474	0.154267	0.127033	0.140297	0.131093	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.105288539349	0.400559788434	0.528246238305	-0.0808689470776	-0.208437615139	-2.69649861385	-2.97672477307	-2.83344393505	-2.93133744316	0.0	0.062	0.103	0.01	0.166	0.158	0.224	0.162	0.263	0.221	14.1734096232	13.1758640657	18.7091811869	20.4405374671	13.4007854093	12.2667110183	2.18648871411	1.80048895349	1.98849243308	1.85804112872	4	7.0311	0.2969	
NUP155	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00026625.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	145	1	155199	2	1	1	1	0	0.939	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=34778&representative=IPI00026625.1	2294870.274	2883162.663	4172596.424	4341689.007	2523727.203	2114993.629	783450.652	416707.525	495645.549	433568.782	P0140743A	1.0	1.256351	1.818228	1.89191	1.099725	0.921618	0.341392	0.181582	0.21598	0.18893	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.329239581439	0.862533120239	0.919843459902	0.137142804898	-0.117759200745	-1.55049884348	-2.46130689775	-2.21103037156	-2.40407629091	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.2161490529	14.0914205645	20.3935115459	21.2199493782	12.3346843603	10.3370042558	3.82910502086	2.03665268787	2.42246126849	2.11906186536	1	6.3514	n/d	
LRP1	n/d	n/d	LY, LDLa, EGF_like, EGF_CA, EGF	transmembrane	n/d	n/d	0	IPI00020557.1	 	P0140743A	46385	QV1_46385	R1	s01	F1	67	1	504575	3	2	2	1	0	0.6875	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1147760&representative=IPI00020557.1	17629587.701	17190201.368	22272645.012	24036032.813	9333296.717	10652274.93	987389.363	1530843.449	403834.415	695101.28	P0140743A	1.0	0.975077	1.263367	1.363392	0.529411	0.604227	0.056008	0.086834	0.022907	0.039428	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0364119446078	0.337273793653	0.447200422853	-0.917539923702	-0.726837442275	-4.15822327803	-3.52559614679	-5.44806766036	-4.66463565872	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.8331753237	16.4136381624	21.2664836392	22.9502108211	8.91166728626	10.1710609762	0.942784286395	1.46168796498	0.385591292589	0.66370024713	2	6.1277	0.7017	
SUMF2	n/d	n/d	DUF323	n/d	n/d	n/d	0	IPI00334514.2	 	P0140743A	46385	QV1_46385	R1	s01	F1	119	1	39489	4	2	2	2	0	0.716	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1159629&representative=IPI00334514.2	5833658.162	5042459.223	8220771.354	8813567.472	7274253.632	9134597.435	7403310.494	6393789.357	7092547.494	5484506.433	P0140743A	1.0	0.864373	1.409197	1.510813	1.246945	1.565844	1.269068	1.096017	1.215798	0.940149	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.210274086751	0.494873308636	0.595325102814	0.318397832467	0.646940488723	0.343769374643	0.132270175694	0.281903550651	-0.0890386737077	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.25204774934	7.13285097048	11.6287577821	12.4673022658	10.2898535782	12.9214177642	10.4724119931	9.04438580527	10.0328197093	7.75815238223	2	6.341	0.9011	
NME1-NME2	n/d	n/d	NDK	n/d	n/d	n/d	0	IPI00604590.3	 	P0140743A	46385	QV1_46385	R1	s01	F1	325	1	32642	9	8	8	1	0	0.86575	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1158992&representative=IPI00604590.3	120464737.68	153686472.884	204757315.278	231220509.725	149371859.608	129028258.636	200931458.887	180939315.18	230987358.185	213287968.809	P0140743A	1.0	1.272524	1.694295	1.916176	1.233366	1.065079	1.673916	1.494691	1.913015	1.753025	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.34769286601	0.760685089537	0.938230078123	0.302600981437	0.0909604432974	0.743227132772	0.579847264461	0.935848185937	0.809846570609	0.0	0.409	0.356	0.447	0.346	0.25	0.532	0.472	0.744	0.881	6.63836338522	8.46908957795	11.2834136426	12.7417018061	8.2313272971	7.11026715604	11.0725849348	9.9708922957	12.7288536924	11.753506212	8	7.2224	0.1956	
RPS16	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00221092.8	IPI00457291.2,IPI00450975.1	P0140743A	46385	QV1_46385	R1	s01	F1	102	1	16445	2	2	2	0	0	0.812	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1167002&representative=IPI00221092.8	58589438.284	59258865.504	83124882.947	94171134.151	78516575.58	82832120.922	14000919.871	16786209.82	10886943.549	9862903.58	P0140743A	1.0	1.011426	1.418769	1.607306	1.340115	1.413772	0.238967	0.286506	0.185818	0.168339	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0163907703773	0.504639712948	0.684644616416	0.422356808751	0.499549474467	-2.06511669101	-1.80336274271	-2.428037834	-2.57055864259	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.532673061	11.6644422927	16.3621998494	18.5365303672	15.455106288	16.304572932	2.75592386879	3.30417692093	2.14297259475	1.94140182518	2	6.6681	0.1196	
ATP5H	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00220487.4	 	P0140743A	46385	QV1_46385	R1	s01	F1	138	1	18491	3	2	2	1	0	0.657	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1169000&representative=IPI00220487.4	13878800.296	9822890.48	13324380.699	13954213.202	13424525.073	12760269.029	26632261.25	28704298.585	10419090.361	11992013.325	P0140743A	1.0	0.707762	0.960053	1.005434	0.967268	0.919407	1.918917	2.068212	0.75072	0.864053	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.498663789868	-0.0588140424634	0.00781838149624	-0.0480124236933	-0.121224444583	0.94029231118	1.04838407524	-0.413653176408	-0.210808286559	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.9591082631	6.34091833516	8.60121672444	9.0077891559	8.66586239046	8.23706871336	17.191782196	18.529333455	6.72578007871	7.74114068795	2	5.8982	1.5051	
VAC14	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00025160.2	 	P0140743A	46385	QV1_46385	R1	s01	F1	85	2	87973	2	1	1	1	0	0.82	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1151259&representative=IPI00025160.2	10666894.847	10898690.373	18386323.291	21421014.227	11827527.782	11651152.239	445857.971	973345.882	16367.831	291994.897	P0140743A	1.0	1.02173	1.723681	2.008177	1.108807	1.092272	0.041798	0.091249	0.001534	0.027374	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0310140033946	0.785492800934	1.00588643352	0.149008270482	0.127332164122	-4.58042227759	-3.45404744134	-9.34848580182	-5.19104992721	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	12.3203940721	12.5881207409	21.2364283824	24.741533547	13.6609393139	13.4572234035	0.514971412175	1.1242264039	0.0189050450874	0.337257678984	1	6.2821	n/d	
HSD17B12	HSD17B12	OXIDOREDUCTASE	n/d	transmembrane	n/d	C1 alcohol dehydrogenase	0	IPI00007676.3	 	P0140743A	46385	QV1_46385	R1	s01	F1	217	1	34324	3	3	3	0	0	0.808666666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46385&cluster_id=1165320&representative=IPI00007676.3	64971866.43	59439723.31	88306217.32	98350277.257	60917136.506	59567908.649	895858.792	1662026.897	550052.826	111517.463	P0140743A	1.0	0.914853	1.359145	1.513736	0.937593	0.916826	0.013788	0.025581	0.008466	0.001716	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.128388147347	0.442699377828	0.598113617014	-0.0929662961415	-0.125280137246	-6.18044298596	-5.28878352732	-6.88410379601	-9.18673473182	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	14.943873787	13.6714515356	20.3108982202	22.6210852635	14.0112644046	13.7009348433	0.206052272379	0.382274999073	0.126515066591	0.0256496078023	3	6.6927	1.5698	
