clustername	focusname	focusgroup	domain	subcellular_location	complex	focussubclass	talistnumber	representative	samesetproteins	pname	msexperiment_id	quantanalrun	msruns	mssamples	msfractions	proteinscore	msrank	mw	totalpsm	qupm	qusm	qusmsfiltered	qusmscancelled	means2i	link2fcpage	sumionarea_protein_126	sumionarea_protein_127L	sumionarea_protein_127H	sumionarea_protein_128L	sumionarea_protein_128H	sumionarea_protein_129L	sumionarea_protein_129H	sumionarea_protein_130L	sumionarea_protein_130H	sumionarea_protein_131L	ref_BC_pname	rel_fc_protein_126	rel_fc_protein_127L	rel_fc_protein_127H	rel_fc_protein_128L	rel_fc_protein_128H	rel_fc_protein_129L	rel_fc_protein_129H	rel_fc_protein_130L	rel_fc_protein_130H	rel_fc_protein_131L	ic50	ic50confidence	inhibitn	hill	ic50final	qcval	link2curve	log2_rel_fc_protein_126	log2_rel_fc_protein_127L	log2_rel_fc_protein_127H	log2_rel_fc_protein_128L	log2_rel_fc_protein_128H	log2_rel_fc_protein_129L	log2_rel_fc_protein_129H	log2_rel_fc_protein_130L	log2_rel_fc_protein_130H	log2_rel_fc_protein_131L	deltaconf_126	deltaconf_127L	deltaconf_127H	deltaconf_128L	deltaconf_128H	deltaconf_129L	deltaconf_129H	deltaconf_130L	deltaconf_130H	deltaconf_131L	fractionabundance_126	fractionabundance_127L	fractionabundance_127H	fractionabundance_128L	fractionabundance_128H	fractionabundance_129L	fractionabundance_129H	fractionabundance_130L	fractionabundance_130H	fractionabundance_131L	ms1seqs	ms1intensity	ms1maxminusmin	
SDF4	n/d	n/d	EFh	n/d	n/d	n/d	0	IPI00106646.1	IPI00009794.1	P0140753A	46386	QV1_46386	R1	s01	F1	92	1	41807	2	2	2	0	0	0.8065	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1161583&representative=IPI00106646.1	59758114.85	43601272.409	26324293.062	28912992.745	17729698.112	16857036.833	12730126.582	11389072.404	21642651.104	18298547.973	P0140753A	1.0	0.729629	0.440514	0.483834	0.296691	0.282088	0.213028	0.190586	0.362171	0.30621	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.45476502256	-1.18274022464	-1.04741594089	-1.75296693097	-1.82578279979	-2.23088502685	-2.39148594874	-1.46525706442	-1.70740669672	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	23.230147214	16.9493964012	10.2332077354	11.2395292179	6.89217687399	6.55294177546	4.94866204022	4.42734562896	8.41328366047	7.11330945233	2	6.5644	0.4751	
FAM62B	n/d	n/d	C2	transmembrane	n/d	n/d	0	IPI00827920.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	549	1	102357	9	9	9	0	0	0.883	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1150067&representative=IPI00827920.1	502346365.483	453281865.987	161961360.249	155256152.892	50423645.683	45708934.916	21449645.691	18715140.421	20294628.001	19224477.198	P0140753A	1.0	0.901518	0.321511	0.309399	0.098934	0.090141	0.04219	0.036644	0.039216	0.037391	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.149571797626	-1.63705999692	-1.69245956099	-3.33738978202	-3.47167273476	-4.56695510222	-4.77027919548	-4.67241380046	-4.74116513404	0.0	0.061	0.08	0.081	0.096	0.096	0.057	0.045	0.05	0.053	34.6765698556	31.2896864996	11.1800638135	10.7172086855	3.48070413572	3.15525140331	1.480651973	1.29189125026	1.40092202099	1.32705036266	9	6.997	0.3059	
NRAS	n/d	n/d	RAS	n/d	n/d	n/d	0	IPI00000005.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	251	1	21229	5	4	4	1	0	0.81	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1170761&representative=IPI00000005.1	68039305.002	56069447.795	46445649.436	47641152.436	62393109.855	57300877.234	79905923.303	65315593.818	95087822.61	103222246.928	P0140753A	1.0	0.824074	0.68263	0.7002	0.917016	0.842173	1.174408	0.959969	1.397543	1.517097	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.279154200878	-0.550824275967	-0.514161033121	-0.124981188854	-0.247811471328	0.231933700883	-0.0589402768331	0.482892673002	0.601313331429	0.0	0.146	0.318	0.277	0.311	0.243	0.456	0.399	0.551	0.463	9.98491273085	8.22831072545	6.81599784613	6.99144045426	9.15632158339	8.40902561491	11.7263642072	9.58520232117	13.9543402229	15.1480842937	4	6.5198	0.6489	
ITGB2	n/d	n/d	VWA, PSI, INB	transmembrane	n/d	n/d	0	IPI00291792.2	 	P0140753A	46386	QV1_46386	R1	s01	F1	3298	1	84782	99	24	37	59	0	0.900378378378	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1150632&representative=IPI00291792.2	2566415173.99	2559150829.93	1840082582.91	1882217967.09	1640003762.74	1542203696.72	1521127308.62	1224644595.54	1186628043.05	1319062184.56	P0140753A	1.0	0.993818	0.716365	0.731877	0.637466	0.598696	0.591532	0.47456	0.460667	0.511473	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.00894642271602	-0.481233242711	-0.450326886816	-0.649579698703	-0.74010446353	-0.757471878998	-1.07533759198	-1.11820384108	-0.967270010917	0.0	0.151	0.108	0.148	0.119	0.121	0.155	0.153	0.161	0.15	14.8506194845	14.8085841932	10.6476795087	10.8914968628	9.48991888782	8.92399659249	8.80203759575	7.08643366683	6.8664500255	7.63278318248	24	8.9684	0.2216	
PIGK	glycosylphosphatidylinositol:protein transamidase	PROTEASE	n/d	transmembrane	n/d	Cysteine	0	IPI00022543.4	 	P0140753A	46386	QV1_46386	R1	s01	F1	144	1	45252	3	2	2	1	0	0.7685	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1158942&representative=IPI00022543.4	33484710.981	32593689.201	21242922.683	24364049.084	14797885.051	13863151.521	4018932.362	3397305.614	2764095.062	3434377.276	P0140753A	1.0	0.97339	0.634407	0.727617	0.44193	0.414014	0.120023	0.101458	0.082548	0.102566	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0389101415413	-0.656519405167	-0.458748844464	-1.17811022448	-1.2722485412	-3.058617199	-3.30104546828	-3.5986229283	-3.28537552925	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.7488098517	21.1700781649	13.797589186	15.8248064631	9.61144291687	9.00431980873	2.61035538869	2.20659971797	1.79532019702	2.23067830501	1	6.1867	n/d	
CCT2	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00297779.7	 	P0140753A	46386	QV1_46386	R1	s01	F1	641	1	57488	14	8	8	6	0	0.843125	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1152794&representative=IPI00297779.7	399240186.427	353922228.341	248780740.494	233387805.13	240648537.263	209080749.01	120624000.333	92830623.446	80934362.575	77108144.422	P0140753A	1.0	0.88855	0.625484	0.586355	0.604775	0.52611	0.304103	0.232822	0.203069	0.195033	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.170475133802	-0.676955114439	-0.770153707255	-0.725529591773	-0.926563622626	-1.71736804615	-2.10270070592	-2.29995807662	-2.35820984318	0.0	0.073	0.118	0.122	0.171	0.14	0.151	0.117	0.129	0.122	19.4130341709	17.2094507172	12.0969511098	11.3484703948	11.7015231329	10.1665410021	5.86533600551	4.51388443932	3.93542934726	3.74937968023	8	7.2046	0.397	
SLC9A3R1	n/d	n/d	PDZ	n/d	n/d	n/d	0	IPI00003527.5	 	P0140753A	46386	QV1_46386	R1	s01	F1	43	2	38868	1	1	1	0	0	0.92	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=25884&representative=IPI00003527.5	25469809.303	18684402.746	14424422.392	13807032.689	8034673.295	6585044.996	7696398.598	5853725.091	8899021.693	9448651.71	P0140753A	1.0	0.73359	0.566334	0.542094	0.315459	0.258543	0.302177	0.22983	0.349395	0.370975	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.446954122051	-0.820274949913	-0.8833850559	-1.66447558363	-1.95152385022	-1.72653423997	-2.12136096781	-1.5170691321	-1.43060612796	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	21.4206287542	15.7139635383	12.1312332329	11.6119959089	6.75732400529	5.53815705924	6.47282809033	4.92310211323	7.48425862531	7.94650867227	1	6.3164	n/d	
P4HA1	P4HA1	OXIDOREDUCTASE	P4Hc, P4Ha_N, 2OG-FeII_Oxy	n/d	n/d	C14.11 2OG oxygenase	0	IPI00218682.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	238	1	60967	6	2	2	4	0	0.913	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1154560&representative=IPI00218682.1	21417824.963	19351716.065	23934764.702	21360623.232	18166878.331	14686448.485	10806800.539	6975096.054	7932550.17	9574657.705	P0140753A	1.0	0.903533	1.117516	0.997329	0.848213	0.685711	0.50457	0.325668	0.370371	0.447042	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.146350800862	0.160295487297	-0.00385859390345	-0.23750150055	-0.544327429154	-0.986873663718	-1.61852612679	-1.4329569547	-1.16151771461	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.8889771077	12.5491520211	15.521155841	13.8518830735	11.780811436	9.52383106849	7.00796675448	4.52319269513	5.14408012519	6.20894987744	2	6.53	0.267	
CD302	n/d	n/d	fn2, RICIN, Lectin_C, FN2, CLECT	transmembrane	n/d	n/d	0	IPI00916435.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	3672	1	215781	110	62	90	19	0	0.8821	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1148293&representative=IPI00916435.1	4787718123.66	4598529486.52	2797035205.03	2849565063.87	2312034350.14	2146924146.14	1382705457.74	1197706058.11	940062865.526	975469260.929	P0140753A	1.0	0.959775	0.583274	0.593059	0.480712	0.446916	0.285896	0.248046	0.195355	0.202172	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0592318603348	-0.777754328823	-0.753752457615	-1.05675527701	-1.16192439943	-1.80643765967	-2.01132040243	-2.35582991394	-2.30634489121	0.0	0.033	0.067	0.074	0.086	0.083	0.106	0.084	0.065	0.066	19.9590129134	19.1703243661	11.6602649393	11.8792511251	9.63839604981	8.95008554182	5.7642148877	4.99299041064	3.91892889009	4.06653087601	62	8.7721	0.2292	
LPHN1	Latrophilin 2, latrophilin-1	GPCR, PROTEASE	OLF, HormR, GPS	transmembrane	n/d	Secretin like, Serine	0	IPI00183445.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	151	1	162717	3	2	3	0	0	0.836666666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1149318&representative=IPI00183445.1	19745268.055	19271052.528	11509993.514	9474892.573	7182823.433	6932495.872	5181743.215	3509812.6	2137366.321	3080737.018	P0140753A	1.0	0.975983	0.582924	0.479856	0.363774	0.351097	0.26243	0.177755	0.108247	0.156024	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0350720762276	-0.778620293744	-1.0593265625	-1.45888566188	-1.51005842594	-1.92999544209	-2.49203795347	-3.2076010528	-2.68016012979	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	22.4311300394	21.8924090596	13.0756473169	10.7637205442	8.15987131837	7.87549280006	5.886592958	3.9872369737	2.42810286265	3.49979612712	2	6.1424	0.2573	
SLC25A4	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00022891.3	 	P0140753A	46386	QV1_46386	R1	s01	F1	58	2	33064	1	1	1	0	0	0.856	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=12329&representative=IPI00022891.3	36605191.867	35722665.276	21908248.96	22952446.321	21710462.64	18556404.456	14928492.43	10863607.79	17954974.118	19114723.228	P0140753A	1.0	0.975891	0.598501	0.627027	0.593098	0.506934	0.407824	0.296778	0.490503	0.522186	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0352080767521	-0.740574437203	-0.673400527574	-0.753657588037	-0.980130166339	-1.293981416	-1.7525439452	-1.02766613465	-0.937364315906	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.6147668127	16.2141959437	9.94395683178	10.4179086068	9.85418340298	8.42258480814	6.77590822336	4.93089370576	8.149600996	8.67600066886	1	6.5769	n/d	
NMT2	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00477856.3	 	P0140753A	46386	QV1_46386	R1	s01	F1	72	2	56717	2	1	1	1	0	0.926	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1157225&representative=IPI00477856.3	4534148.568	3682205.853	2135590.216	1966611.484	1563747.88	1670924.216	389278.051	358664.595	140957.833	356310.54	P0140753A	1.0	0.812105	0.471001	0.433733	0.344882	0.36852	0.085855	0.079103	0.031088	0.078584	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.300261824144	-1.08619797201	-1.20512088197	-1.53582526092	-1.44018517674	-3.54195403382	-3.66012377949	-5.00749838374	-3.66962058557	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.9914871513	21.9199284009	12.7130275974	11.7071083591	9.30888791531	9.9469015694	2.31734654352	2.13510666057	0.839112676003	2.12109312654	1	4.5276	n/d	
RPL18A	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00472864.2	 	P0140753A	46386	QV1_46386	R1	s01	F1	298	1	20762	10	4	5	5	0	0.8968	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1165925&representative=IPI00472864.2	152822531.344	139420246.509	79593889.391	68376477.443	90197105.759	70801103.065	60724222.464	39078473.226	64417458.879	60948401.336	P0140753A	1.0	0.912349	0.520826	0.446364	0.58974	0.462455	0.396234	0.254698	0.421518	0.398794	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.132342292147	-0.941126624236	-1.16370741879	-0.761849044454	-1.11261510642	-1.33557541474	-1.9731404639	-1.24633385528	-1.32628439086	0.0	0.099	0.067	0.093	0.176	0.154	0.096	0.091	0.131	0.108	18.4930114591	16.8712047474	9.63163412906	8.27421826982	10.9147263542	8.56762153318	7.34822105089	4.72887503444	7.79513854887	7.37534887302	4	7.2576	0.8462	
SLC38A2	n/d	n/d	n/d	transmembrane	n/d	n/d	0	IPI00410034.2	 	P0140753A	46386	QV1_46386	R1	s01	F1	228	1	56026	4	2	2	2	0	0.8225	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1171074&representative=IPI00410034.2	146576224.898	142081081.199	119889903.899	121449820.213	119373223.547	110942564.912	98009231.04	92018013.707	77324341.065	84767741.315	P0140753A	1.0	0.969332	0.817936	0.828578	0.814411	0.756893	0.668657	0.627783	0.527537	0.578318	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0449372159149	-0.289940132032	-0.271290579799	-0.296171047302	-0.401838730317	-0.58066175143	-0.671662132784	-0.922655810841	-0.790065088553	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	13.1761946517	12.7721121451	10.7772779088	10.9175036583	10.7308318982	9.97297366238	8.81035588647	8.27178664828	6.95092652233	7.62003701848	2	6.9469	1.3628	
CAND1	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00100160.3	 	P0140753A	46386	QV1_46386	R1	s01	F1	984	1	136376	23	20	21	2	0	0.853238095238	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1149069&representative=IPI00100160.3	983240744.826	876614490.297	541709862.858	542021892.406	574588164.182	532353080.189	385258657.802	336428076.773	221756783.619	217576851.634	P0140753A	1.0	0.891426	0.55065	0.551114	0.585672	0.542458	0.391876	0.342323	0.223631	0.220412	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.165813054596	-0.860792479729	-0.859577318336	-0.771835171631	-0.882416654173	-1.35153087546	-1.54656986748	-2.16080790471	-2.18172532348	0.0	0.036	0.044	0.052	0.084	0.076	0.085	0.077	0.066	0.053	18.8665753584	16.8206143089	10.3944125625	10.4003998337	11.0252864892	10.2148731707	7.39240266248	6.45543392758	4.25510343363	4.17489825275	20	7.3689	0.2503	
EIF3L	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00465233.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	174	1	70902	7	5	5	2	0	0.7724	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1152528&representative=IPI00465233.1	160612616.368	138116918.381	153930208.212	165982028.439	79146609.646	70639366.125	14179175.201	11284157.045	15010820.778	12866918.164	P0140753A	1.0	0.859938	0.958394	1.033431	0.49278	0.439812	0.088282	0.070257	0.090937	0.080112	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.217695447069	-0.0613092186861	0.0474420662854	-1.02098439098	-1.18504112711	-3.501736876	-3.83121421551	-3.45898877923	-3.64183782924	0.0	0.163	0.335	0.385	0.167	0.177	0.101	0.068	0.127	0.098	19.5447445534	16.8072717406	18.731570823	20.198141464	9.63125003989	8.59601441998	1.72544575606	1.37315468693	1.82664764623	1.56575886996	5	6.712	0.1938	
ANPEP	aminopeptidase N	PROTEASE	n/d	transmembrane	n/d	Metalloproteinase	0	IPI00221224.6	 	P0140753A	46386	QV1_46386	R1	s01	F1	3432	1	109540	124	52	106	14	0	0.900462264151	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1150634&representative=IPI00221224.6	5265638946.71	5360388419.38	3402653181.41	3437059067.96	3327648562.06	3094881840.23	2992137081.25	2633327988.28	2703145889.35	2805880532.29	P0140753A	1.0	1.013366	0.64377	0.649717	0.630715	0.585752	0.566	0.497024	0.511947	0.529865	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.0191553301303	-0.635382746807	-0.62211664075	-0.664939850329	-0.771638119832	-0.82112604183	-1.00861257742	-0.965933633871	-0.916303260947	0.0	0.178	0.084	0.097	0.072	0.073	0.092	0.094	0.086	0.095	15.0349050727	15.3054419139	9.71554793171	9.81378657729	9.50138829347	8.83677273548	8.5434070654	7.5189044919	7.71825456614	8.01159135202	52	9.3819	0.0097	
PTGFRN	n/d	n/d	V-set, IG	transmembrane	n/d	n/d	0	IPI00871938.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	880	1	103154	16	14	15	1	0	0.8858	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=6652&representative=IPI00871938.1	517454569.882	505716906.394	347526597.82	356042799.817	354551037.158	315447682.547	200085810.009	185053523.725	114346698.723	141031541.186	P0140753A	1.0	0.978048	0.672095	0.687458	0.685128	0.610761	0.385435	0.357661	0.226158	0.272177	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0320228243288	-0.573262923874	-0.540656519607	-0.545554548108	-0.711320152764	-1.37544051123	-1.48333528205	-2.14459706484	-1.87738293616	0.0	0.083	0.056	0.066	0.095	0.094	0.059	0.067	0.137	0.088	17.0369034094	16.6504473788	11.442119606	11.7225108119	11.6733953575	10.3859391937	6.58771381514	6.0927841646	3.76480134628	4.6433849167	14	7.8028	0.0355	
AP2B1	n/d	n/d	Alpha_adaptinC2	n/d	n/d	n/d	0	IPI00784366.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	361	1	105692	9	1	1	8	0	0.93	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=27169&representative=IPI00784366.1	10331308.27	8132948.847	3246752.001	3832820.698	2240831.265	2306358.277	515764.413	777533.272	533397.459	441626.597	P0140753A	1.0	0.787214	0.314263	0.370991	0.216897	0.22324	0.049922	0.07526	0.051629	0.042746	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.345172216752	-1.66995566958	-1.43054390646	-2.2049179963	-2.16333254339	-4.32418045645	-3.73197290037	-4.27567453491	-4.5480667651	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	31.9268190239	25.1332337767	10.0334305049	11.8445572988	6.92483588632	7.12733386611	1.59386562113	2.40280934529	1.64835698406	1.36475769284	1	5.7094	n/d	
PTK7	CCK4	KINASE	TyrKc, IGc2, IG	transmembrane	n/d	TK	0	IPI00298292.2	 	P0140753A	46386	QV1_46386	R1	s01	F1	922	1	118392	18	13	13	5	0	0.889230769231	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=26660&representative=IPI00298292.2	551140535.634	523885380.928	291117605.929	272051763.16	211003309.888	189559197.133	87700802.653	71444614.733	49294066.948	53200954.578	P0140753A	1.0	0.950815	0.529581	0.493509	0.383141	0.343591	0.158384	0.129878	0.087075	0.093817	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0727634315577	-0.91707673199	-1.0188516999	-1.38405267776	-1.54123584777	-2.6585014936	-2.94477102114	-3.52159762196	-3.41400682147	0.0	0.064	0.063	0.05	0.068	0.066	0.081	0.041	0.109	0.121	23.9584837124	22.7736821275	12.6550960582	11.8262898756	9.17246879218	8.2402774672	3.81241827823	3.10574985462	2.14284928023	2.31268455381	13	7.1535	0.033	
GPR55	Other 519	GPCR	n/d	transmembrane	n/d	Rhodopsin like	0	IPI00328871.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	47	2	36637	1	1	1	0	0	0.941	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=33673&representative=IPI00328871.1	16746497.177	16841675.734	11733876.955	11680113.404	11689033.034	8916073.512	8843832.135	6493699.54	7449692.589	6500031.955	P0140753A	1.0	1.005683	0.700676	0.697466	0.697999	0.532414	0.5281	0.387765	0.444851	0.388143	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	0.00817562681515	-0.513180613918	-0.519805204579	-0.518703125352	-0.909379587002	-0.921116953478	-1.36674550445	-1.16860589939	-1.36533982551	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.666374882	15.7554145743	10.9770606506	10.9267647627	10.9351090908	8.34100102477	8.27341910109	6.07486630127	6.96919932697	6.08079028562	1	6.2857	n/d	
SCP2	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00026105.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	273	1	58994	7	6	6	1	0	0.844166666667	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1154471&representative=IPI00026105.1	192589654.741	135754564.355	146481591.149	171698752.633	137186923.608	129321738.739	106058720.728	90973765.405	79034519.739	69852407.022	P0140753A	1.0	0.705352	0.759993	0.887178	0.711128	0.671489	0.548196	0.472371	0.410378	0.365721	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.503584692809	-0.395941964373	-0.172704504505	-0.491818832729	-0.574564328556	-0.867236293541	-1.08200769798	-1.28497470347	-1.4511846251	0.0	0.094	0.106	0.188	0.259	0.256	0.406	0.354	0.285	0.245	15.2976092118	10.783135143	11.6351947415	13.6382217594	10.8969090222	10.2721686919	8.42436145068	7.22614677077	6.27779928696	5.5484539217	6	6.83	0.6339	
EMR2	EGF-like module containing mucin-like hormone receptor-like 2, EMR1 6	PROTEASE, GPCR	GPS, EGF_CA, EGF	transmembrane	n/d	Serine, Secretin like	0	IPI00873270.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	393	1	90519	6	5	5	1	0	0.8916	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1155553&representative=IPI00873270.1	139700421.813	135162580.51	85233408.973	84123161.819	81947781.483	74466532.197	68308681.644	61119733.645	51818405.771	57247538.209	P0140753A	1.0	0.967517	0.610116	0.60178	0.586597	0.531492	0.488965	0.436114	0.370116	0.409788	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0476410841727	-0.712844529729	-0.73269193501	-0.769558402068	-0.911880118366	-1.03219689379	-1.19722279076	-1.43395059064	-1.28705035699	0.0	0.081	0.072	0.089	0.099	0.084	0.059	0.12	0.112	0.081	16.6482802204	16.1074997945	10.1573757495	10.0250661581	9.76582326568	8.87427309786	8.14043407124	7.28371782641	6.17526653572	6.82226328068	5	6.7817	0.315	
mTOR	FRAP	KINASE	PI3Kc	n/d	n/d	Atypical	0	IPI00031410.1	 	P0140753A	46386	QV1_46386	R1	s01	F1	886	1	288892	16	13	13	3	0	0.829538461538	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=7793&representative=IPI00031410.1	315949946.422	295780297.049	69775409.166	71999324.902	27481084.702	27873798.42	19923849.295	15310335.917	16120462.833	17113134.542	P0140753A	1.0	0.936928	0.219658	0.226159	0.084867	0.086335	0.061365	0.0469	0.049641	0.052622	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	-0.0939899093658	-2.18666905118	-2.14459068571	-3.55865250986	-3.53391064671	-4.02644015183	-4.41426826703	-4.33232401144	-4.24819010784	0.0	0.076	0.063	0.072	0.08	0.076	0.072	0.055	0.057	0.056	36.0127654535	33.7137783501	7.95317572665	8.20666320685	3.13236279667	3.17712528888	2.27097019549	1.74511039688	1.83745068984	1.95059789506	13	6.5473	0.336	
HMGCL	n/d	n/d	n/d	n/d	n/d	n/d	0	IPI00293564.5	 	P0140753A	46386	QV1_46386	R1	s01	F1	147	1	34360	3	3	3	0	0	0.975333333333	http://hdb-lims/CP/msexperiment/proteindetailboot/submitFlyPFCparams?msexperiment_id=46386&cluster_id=1161622&representative=IPI00293564.5	29382655.609	73178880.025	20978067.593	26170891.516	20046182.858	19009666.966	19054048.941	20354345.45	21001071.569	29395392.964	P0140753A	1.0	2.490547	0.713961	0.890692	0.682245	0.646969	0.648479	0.692733	0.714744	1.000433	n/d	n/d	n/d	n/d	n/d	n/d	n/d	0.0	1.31646263688	-0.486082825456	-0.167001458754	-0.551638178494	-0.628231508818	-0.624868239125	-0.529628693174	-0.484501490848	0.000624551747007	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.5476284845	26.2693627726	7.5305944513	9.39468659647	7.19607145562	6.82398852709	6.83992053099	7.30669401393	7.53885229551	10.552200872	3	5.7606	1.5734	
